Year,Month,Region,Industry,Application,Bearing_Type,Sales_Channel,Buyer_Category,Buyer_Tier,Product_Class,Dealer_ID,Repeat_Order_Count,Order_Quantity,Price_Per_Unit,Revenue,Lead_Time,Inventory_Status,Warehouse,Competitor_Brand,Competitor_Price_Index,Failure_Risk_Score,Operating_Temperature_C,Contract_Length_Years,Machine_Age_Years
2022,5,East,Mining,Motor,Ball Bearing,RFQ,PSU,Other Buyer,Store Item,1375,4,118,2485088.69,293240464.89,4 Weeks,Stock Available,Delhi,Timken,1.13,0.48,133.95,2,15
2021,11,North,Power,Crusher,SRB,RFQ,PSU,Other Buyer,Insurance Spare,1040,4,98,5597977.8,548601824.67,1 Week,Stock Available,Delhi,Chinese Imports,1.18,0.91,166.13,2,5
2020,6,East,Steel,Rolling Mill,SRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1046,6,254,14825810.87,3765755960.38,1 Week,Stock Available,Bangalore,Chinese Imports,0.88,0.95,170.27,1,17
2022,6,North,Cement,Rolling Mill,TRB,RFQ,PSU,Other Buyer,Store Item,1483,5,359,14996387.81,5383703222.71,4 Weeks,Stock Available,Kolkata,Schaeffler,1.18,0.45,121.28,2,8
2025,5,South,Steel,Rolling Mill,SRB,RFQ,OEM,Other Buyer,Store Item,1184,5,72,10662536.42,767702622.05,1 Week,Stock Available,Mumbai,Chinese Imports,1.1,0.51,53.18,2,2
2022,3,East,Mining,Screen,Others,RFQ,Small Dealer,Top 20% Buyer,Store Item,1071,6,153,13319889.12,2037943035.46,4 Weeks,Stock Available,Mumbai,Timken,0.72,0.12,163.01,2,6
2023,5,East,Steel,Screen,SRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1341,2,9,663139.15,5968252.39,1 Week,Stock Available,Delhi,Timken,1.0,0.33,144.68,1,18
2024,6,West,Power,Pump,SRB,RFQ,PSU,Other Buyer,Store Item,1242,2,250,4139602.59,1034900646.47,4 Weeks,Stock Available,Delhi,Chinese Imports,0.88,0.51,75.2,1,18
2022,10,East,Steel,Rolling Mill,CRB,Rate Contract,Large Distributor,Top 20% Buyer,Insurance Spare,1327,3,168,5534418.48,929782305.01,1 Week,Stock Available,Kolkata,NRB,0.72,0.2,152.5,2,14
2025,2,East,Paper,Rolling Mill,SRB,Rate Contract,OEM,Other Buyer,Stranger,1152,5,254,180004.23,45721074.96,4 Weeks,Stock Available,Delhi,Schaeffler,0.97,0.58,106.08,1,3
2025,4,South,Steel,Crusher,Others,RFQ,Large Distributor,Top 20% Buyer,Insurance Spare,1254,4,139,5654448.26,785968307.51,1 Week,Stock Available,Chennai,Timken,0.99,0.69,164.26,3,2
2021,12,South,Power,Gearbox,Others,RFQ,PSU,Other Buyer,Store Item,1423,3,385,1395510.05,537271371.03,1 Week,Stock Available,Mumbai,Schaeffler,0.83,0.65,74.67,1,17
2023,3,West,Steel,Gearbox,Others,Rate Contract,OEM,Top 20% Buyer,Store Item,1231,5,188,7761158.83,1459097860.77,1 Week,Stock-Out,Chennai,Chinese Imports,1.17,0.44,152.13,2,1
2022,6,North,Mining,Motor,Ball Bearing,Rate Contract,PSU,Top 20% Buyer,Store Item,1528,1,291,66329.46,19301871.9,1 Week,Stock Available,Bangalore,SKF,1.01,0.77,139.67,1,8
2022,12,East,Others,Pump,Others,RFQ,PSU,Top 20% Buyer,Store Item,1495,3,216,4056777.51,876263942.27,1 Week,Stock Available,Delhi,Chinese Imports,0.79,0.32,42.02,2,1
2020,3,West,Power,Gearbox,SRB,RFQ,Small Dealer,Other Buyer,Stranger,1175,1,29,12994256.39,376833435.26,1 Week,Stock Available,Kolkata,SKF,1.06,0.47,118.87,2,19
2024,2,North,Power,Motor,Others,Rate Contract,PSU,Other Buyer,Store Item,1142,3,362,3195902.29,1156916627.71,1 Week,Stock Available,Bangalore,Schaeffler,0.95,0.27,140.17,2,12
2023,8,East,Others,Crusher,SRB,RFQ,OEM,Other Buyer,Stranger,1016,2,188,972688.85,182865503.99,4 Weeks,Stock Available,Bangalore,Schaeffler,0.94,0.6,61.9,2,4
2020,6,South,Power,Pump,SRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1248,1,221,3745991.78,827864182.83,1 Week,Stock Available,Kolkata,Chinese Imports,1.12,0.44,114.47,1,12
2022,9,North,Power,Pump,Others,Rate Contract,Large Distributor,Other Buyer,Store Item,1034,2,341,12413387.49,4232965133.31,16 Weeks,Stock Available,Bangalore,NRB,0.77,0.22,82.57,1,12
2025,12,West,Power,Rolling Mill,Ball Bearing,RFQ,OEM,Other Buyer,Store Item,1145,9,339,8807826.96,2985853341.11,1 Week,Stock Available,Chennai,Chinese Imports,0.95,0.31,137.48,2,7
2021,3,East,Cement,Screen,Others,Rate Contract,PSU,Other Buyer,Insurance Spare,1164,1,379,8791132.1,3331839064.8,1 Week,Stock Available,Bangalore,NRB,1.09,0.28,115.62,2,18
2021,10,East,Steel,Rolling Mill,Ball Bearing,RFQ,PSU,Other Buyer,Store Item,1110,4,166,8650.15,1435925.24,4 Weeks,Stock Available,Kolkata,Chinese Imports,1.03,0.91,127.0,2,7
2023,9,North,Paper,Crusher,Others,Rate Contract,PSU,Other Buyer,Store Item,1073,1,176,7082289.32,1246482920.69,1 Week,Stock-Out,Mumbai,SKF,0.7,0.52,50.16,2,11
2025,3,South,Power,Rolling Mill,Others,RFQ,PSU,Other Buyer,Insurance Spare,1353,1,367,3984299.97,1462238089.28,4 Weeks,Stock Available,Delhi,Chinese Imports,1.09,0.65,59.29,1,1
2021,10,East,Steel,Pump,Ball Bearing,RFQ,OEM,Other Buyer,Stranger,1273,4,11,5043161.73,55474779.08,16 Weeks,Stock Available,Kolkata,Chinese Imports,1.17,0.93,117.29,2,8
2024,5,East,Mining,Rolling Mill,TRB,Rate Contract,Large Distributor,Other Buyer,Store Item,1278,3,107,8980315.62,960893771.08,1 Week,Stock Available,Chennai,Chinese Imports,1.05,0.18,65.36,2,7
2024,8,West,Steel,Motor,CRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1030,4,311,13115101.65,4078796614.17,1 Week,Stock Available,Chennai,Chinese Imports,1.14,0.94,109.82,2,19
2021,2,West,Steel,Rolling Mill,Others,Rate Contract,Large Distributor,Other Buyer,Store Item,1525,3,157,2724886.32,427807152.44,4 Weeks,Stock-Out,Mumbai,Chinese Imports,0.88,0.54,136.6,3,9
2024,8,South,Cement,Gearbox,SRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1534,1,242,11523339.63,2788648189.53,4 Weeks,Stock Available,Chennai,Chinese Imports,0.88,0.86,153.37,2,10
2022,6,East,Paper,Crusher,CRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1509,3,174,733570.71,127641302.76,1 Week,Stock Available,Kolkata,SKF,0.86,0.17,60.02,2,1
2024,12,East,Paper,Crusher,Ball Bearing,RFQ,Large Distributor,Top 20% Buyer,Stranger,1513,3,315,4900964.42,1543803792.15,1 Week,Stock Available,Chennai,Schaeffler,1.07,0.27,143.86,1,13
2024,2,South,Others,Pump,SRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1177,2,298,3283721.59,978549033.43,16 Weeks,Stock Available,Mumbai,Timken,1.17,0.19,90.85,2,13
2023,7,West,Paper,Rolling Mill,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1328,3,60,13733763.13,824025787.9,1 Week,Stock Available,Mumbai,Chinese Imports,1.14,0.65,135.05,2,16
2020,8,East,Steel,Pump,CRB,RFQ,Large Distributor,Other Buyer,Store Item,1171,1,96,2670001.48,256320141.65,1 Week,Stock-Out,Bangalore,Timken,0.78,0.14,60.34,2,15
2025,11,North,Steel,Pump,Others,RFQ,PSU,Other Buyer,Insurance Spare,1395,7,166,8679495.63,1440796274.03,16 Weeks,Stock Available,Bangalore,Chinese Imports,1.01,0.79,112.12,1,2
2022,9,South,Paper,Motor,Ball Bearing,RFQ,Large Distributor,Top 20% Buyer,Store Item,1034,2,161,2471780.9,397956724.1,4 Weeks,Stock Available,Chennai,Timken,1.2,0.25,157.26,2,15
2021,10,East,Steel,Screen,TRB,Rate Contract,PSU,Other Buyer,Stranger,1296,4,180,7102276.79,1278409822.16,1 Week,Stock-Out,Chennai,Chinese Imports,0.85,0.26,54.9,1,7
2020,11,West,Cement,Pump,CRB,Rate Contract,OEM,Other Buyer,Store Item,1468,2,76,6201021.98,471277670.82,1 Week,Stock Available,Chennai,Schaeffler,1.02,0.28,155.88,2,12
2023,12,East,Cement,Screen,Ball Bearing,Rate Contract,PSU,Other Buyer,Store Item,1494,2,81,620396.23,50252094.57,4 Weeks,Stock Available,Chennai,NRB,1.15,0.75,103.39,2,12
2024,6,North,Steel,Screen,Others,Rate Contract,Large Distributor,Top 20% Buyer,Store Item,1234,5,50,12388020.87,619401043.54,1 Week,Stock Available,Bangalore,NRB,1.15,0.92,155.26,2,5
2020,9,West,Others,Crusher,Ball Bearing,RFQ,Large Distributor,Other Buyer,Store Item,1038,4,297,11701699.52,3475404758.11,1 Week,Stock-Out,Kolkata,Timken,0.86,0.91,174.17,2,6
2023,12,North,Power,Gearbox,SRB,RFQ,Small Dealer,Other Buyer,Insurance Spare,1218,1,251,4167904.47,1046144021.14,16 Weeks,Stock Available,Kolkata,Chinese Imports,0.75,0.1,62.35,2,6
2021,12,East,Power,Gearbox,SRB,Rate Contract,PSU,Other Buyer,Store Item,1216,1,7,9209942.49,64469597.46,1 Week,Stock Available,Kolkata,SKF,1.02,0.26,134.44,2,19
2024,12,East,Others,Rolling Mill,Others,Rate Contract,PSU,Other Buyer,Store Item,1419,3,338,5440069.21,1838743391.77,4 Weeks,Stock-Out,Bangalore,Chinese Imports,1.17,0.67,72.91,2,15
2021,7,East,Power,Motor,Others,RFQ,Small Dealer,Other Buyer,Store Item,1173,5,228,11538416.38,2630758934.67,4 Weeks,Stock Available,Kolkata,Schaeffler,0.95,0.62,58.98,2,9
2024,4,West,Steel,Motor,SRB,RFQ,Small Dealer,Top 20% Buyer,Insurance Spare,1112,2,253,10387279.14,2627981623.65,4 Weeks,Stock Available,Kolkata,Chinese Imports,0.93,0.35,127.93,2,13
2022,8,South,Power,Gearbox,SRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1173,5,219,1357041.1,297192000.49,16 Weeks,Stock Available,Bangalore,Schaeffler,1.13,0.86,55.12,2,3
2025,11,West,Paper,Rolling Mill,Ball Bearing,RFQ,OEM,Other Buyer,Store Item,1073,2,81,12662828.71,1025689125.75,1 Week,Stock Available,Delhi,SKF,0.91,0.13,105.12,2,15
2021,8,North,Mining,Gearbox,Others,RFQ,Large Distributor,Other Buyer,Insurance Spare,1535,3,235,2691424.4,632484733.85,4 Weeks,Stock Available,Chennai,Timken,1.04,0.64,129.03,2,2
2022,8,North,Mining,Rolling Mill,CRB,Rate Contract,OEM,Other Buyer,Store Item,1031,2,54,2611678.57,141030642.92,4 Weeks,Stock Available,Chennai,Chinese Imports,0.89,0.27,109.95,1,2
2020,12,East,Mining,Rolling Mill,Others,Rate Contract,Small Dealer,Top 20% Buyer,Insurance Spare,1253,6,153,11006213.77,1683950707.18,16 Weeks,Stock Available,Delhi,Chinese Imports,0.89,0.53,137.59,2,7
2025,7,South,Steel,Rolling Mill,Others,RFQ,Small Dealer,Top 20% Buyer,Insurance Spare,1496,3,111,2748798.59,305116643.58,4 Weeks,Stock Available,Mumbai,Timken,0.79,0.39,152.2,2,14
2025,12,South,Paper,Rolling Mill,Others,RFQ,PSU,Top 20% Buyer,Store Item,1112,3,190,1835989.41,348837987.38,4 Weeks,Stock Available,Kolkata,Chinese Imports,0.74,0.98,162.11,2,13
2021,7,South,Paper,Crusher,TRB,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1194,5,291,5033768.99,1464826774.67,1 Week,Stock Available,Delhi,Timken,1.14,0.49,118.38,2,12
2024,6,East,Steel,Crusher,Ball Bearing,RFQ,Large Distributor,Other Buyer,Store Item,1527,0,11,12580693.66,138387630.3,1 Week,Stock Available,Kolkata,Schaeffler,0.79,0.98,78.73,2,7
2025,8,East,Steel,Gearbox,Others,RFQ,Small Dealer,Other Buyer,Store Item,1440,1,317,2652164.3,840736083.46,1 Week,Stock Available,Delhi,SKF,0.73,0.26,111.35,1,2
2023,11,East,Others,Rolling Mill,Ball Bearing,RFQ,Small Dealer,Other Buyer,Store Item,1488,2,296,5086121.33,1505491914.82,1 Week,Stock Available,Chennai,SKF,0.99,0.77,94.28,2,15
2023,3,North,Paper,Pump,SRB,RFQ,OEM,Other Buyer,Store Item,1496,2,346,4293837.81,1485667881.74,1 Week,Stock Available,Kolkata,Schaeffler,0.97,0.72,71.63,2,4
2021,4,North,Paper,Rolling Mill,SRB,RFQ,OEM,Other Buyer,Insurance Spare,1023,1,284,5340938.73,1516826598.86,1 Week,Stock Available,Bangalore,SKF,0.98,0.85,114.07,3,18
2020,12,South,Paper,Pump,TRB,RFQ,Large Distributor,Other Buyer,Store Item,1289,2,28,10714088.34,299994473.65,16 Weeks,Stock Available,Chennai,Timken,0.93,0.69,43.17,2,6
2025,4,East,Power,Crusher,TRB,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1307,0,316,6082007.5,1921914368.78,1 Week,Stock Available,Chennai,Chinese Imports,0.77,0.68,124.78,3,11
2025,9,East,Cement,Rolling Mill,TRB,Rate Contract,Small Dealer,Top 20% Buyer,Store Item,1303,4,217,11393659.84,2472424184.64,1 Week,Stock Available,Chennai,Timken,0.71,0.66,155.02,2,7
2024,9,North,Power,Screen,SRB,RFQ,Large Distributor,Other Buyer,Store Item,1037,3,193,9606061.46,1853969861.32,4 Weeks,Stock Available,Kolkata,Timken,0.72,0.99,179.92,2,8
2022,8,South,Steel,Gearbox,TRB,RFQ,PSU,Other Buyer,Store Item,1385,1,81,5416513.29,438737576.3,1 Week,Stock Available,Mumbai,Schaeffler,1.17,0.23,169.04,2,10
2022,10,East,Mining,Rolling Mill,SRB,Rate Contract,PSU,Other Buyer,Store Item,1081,0,128,6483634.43,829905207.61,1 Week,Stock-Out,Delhi,SKF,0.97,0.03,52.57,1,7
2024,5,West,Power,Motor,CRB,Rate Contract,Small Dealer,Other Buyer,Stranger,1117,1,288,10554352.54,3039653530.36,1 Week,Stock Available,Delhi,Schaeffler,0.9,0.68,62.74,2,7
2025,9,South,Cement,Pump,Ball Bearing,RFQ,Large Distributor,Other Buyer,Store Item,1049,1,164,8021349.81,1315501368.42,1 Week,Stock Available,Bangalore,NRB,0.91,0.17,59.41,2,6
2025,7,East,Power,Rolling Mill,Others,RFQ,Large Distributor,Other Buyer,Store Item,1073,1,337,13025107.69,4389461290.79,16 Weeks,Stock Available,Mumbai,NRB,1.03,0.68,118.17,2,4
2024,10,West,Power,Screen,Others,Rate Contract,Large Distributor,Other Buyer,Stranger,1105,1,228,13997753.95,3191487900.56,4 Weeks,Stock Available,Chennai,Schaeffler,0.89,0.32,46.43,2,9
2024,3,North,Steel,Pump,Others,RFQ,Small Dealer,Other Buyer,Store Item,1325,6,250,10765621.18,2691405295.57,4 Weeks,Stock Available,Delhi,Timken,1.1,0.04,171.18,2,4
2020,9,North,Steel,Screen,Others,RFQ,Small Dealer,Top 20% Buyer,Store Item,1355,5,82,14838107.23,1216724792.78,4 Weeks,Stock Available,Kolkata,NRB,0.83,0.77,48.66,2,3
2021,4,South,Steel,Gearbox,TRB,RFQ,PSU,Other Buyer,Store Item,1467,3,100,8948067.95,894806794.98,1 Week,Stock Available,Chennai,Chinese Imports,0.88,0.05,94.78,2,12
2025,5,West,Steel,Gearbox,SRB,RFQ,PSU,Other Buyer,Stranger,1283,3,49,597500.26,29277512.81,4 Weeks,Stock Available,Chennai,Schaeffler,1.17,0.22,165.16,1,11
2024,4,East,Others,Gearbox,CRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1184,4,73,7572800.65,552814447.29,4 Weeks,Stock Available,Mumbai,Schaeffler,0.83,0.34,172.77,3,11
2020,4,East,Steel,Crusher,Ball Bearing,RFQ,Small Dealer,Other Buyer,Insurance Spare,1153,2,103,3450169.99,355367509.01,16 Weeks,Stock-Out,Mumbai,Chinese Imports,1.03,0.13,105.14,3,8
2020,12,East,Steel,Screen,Ball Bearing,RFQ,PSU,Other Buyer,Insurance Spare,1117,6,380,5005724.36,1902175255.75,1 Week,Stock Available,Delhi,NRB,0.88,0.91,108.38,1,9
2024,5,North,Power,Rolling Mill,Ball Bearing,RFQ,PSU,Top 20% Buyer,Insurance Spare,1266,6,72,7351071.18,529277124.92,1 Week,Stock Available,Delhi,Chinese Imports,0.94,0.62,129.06,2,6
2020,12,East,Cement,Motor,Others,RFQ,PSU,Other Buyer,Insurance Spare,1384,1,82,4425790.26,362914801.66,1 Week,Stock-Out,Chennai,Schaeffler,0.72,0.88,97.07,2,3
2021,12,East,Steel,Motor,SRB,RFQ,PSU,Other Buyer,Store Item,1254,2,150,4644352.2,696652829.49,1 Week,Stock Available,Bangalore,Chinese Imports,0.78,0.68,85.45,1,10
2023,9,East,Mining,Gearbox,Ball Bearing,Rate Contract,OEM,Other Buyer,Store Item,1240,4,79,6030268.97,476391248.27,4 Weeks,Stock Available,Chennai,SKF,0.75,0.99,143.52,2,13
2024,3,South,Mining,Motor,Others,RFQ,Large Distributor,Other Buyer,Store Item,1170,2,343,4296888.76,1473832844.01,1 Week,Stock Available,Kolkata,NRB,1.12,0.53,123.35,2,9
2024,7,East,Steel,Pump,Others,RFQ,PSU,Other Buyer,Stranger,1547,2,6,2542548.15,15255288.89,1 Week,Stock Available,Bangalore,Schaeffler,1.18,0.05,107.43,2,18
2021,11,North,Steel,Screen,SRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1184,2,391,11483413.32,4490014606.62,4 Weeks,Stock Available,Delhi,SKF,0.73,0.16,54.11,1,3
2024,7,East,Others,Screen,Others,Rate Contract,OEM,Other Buyer,Store Item,1409,3,161,5928200.63,954440300.97,1 Week,Stock-Out,Bangalore,Chinese Imports,0.74,0.59,49.64,2,7
2021,2,South,Paper,Screen,SRB,RFQ,OEM,Other Buyer,Store Item,1145,3,91,12476366.24,1135349327.57,1 Week,Stock Available,Bangalore,NRB,0.98,0.35,111.51,2,5
2022,9,East,Cement,Pump,Others,RFQ,Large Distributor,Other Buyer,Store Item,1037,4,254,13240759.53,3363152921.65,16 Weeks,Stock Available,Delhi,Timken,0.95,0.11,126.72,3,16
2024,12,North,Steel,Rolling Mill,TRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1489,0,52,11264462.25,585752037.19,4 Weeks,Stock Available,Kolkata,NRB,1.03,0.24,132.05,2,9
2024,11,East,Power,Crusher,TRB,RFQ,PSU,Other Buyer,Store Item,1261,2,258,5950121.56,1535131363.43,4 Weeks,Stock Available,Kolkata,Schaeffler,1.07,0.47,165.28,2,13
2025,4,West,Power,Pump,Others,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1125,2,69,10819842.84,746569156.13,4 Weeks,Stock Available,Mumbai,Chinese Imports,1.1,0.52,154.27,2,12
2024,10,East,Steel,Screen,SRB,Rate Contract,PSU,Other Buyer,Store Item,1344,2,46,2328341.36,107103702.42,1 Week,Stock Available,Mumbai,SKF,0.77,0.93,59.71,2,1
2023,5,South,Power,Screen,SRB,Rate Contract,Large Distributor,Other Buyer,Insurance Spare,1260,1,138,9916749.94,1368511492.09,1 Week,Stock-Out,Kolkata,Chinese Imports,0.72,0.09,151.22,2,18
2020,4,South,Cement,Screen,CRB,RFQ,Large Distributor,Other Buyer,Insurance Spare,1442,6,319,6090504.72,1942871005.05,1 Week,Stock Available,Kolkata,NRB,1.14,0.36,134.68,2,6
2022,12,West,Steel,Rolling Mill,SRB,RFQ,Small Dealer,Other Buyer,Insurance Spare,1107,5,85,9834680.0,835947799.92,1 Week,Stock Available,Mumbai,Timken,0.93,0.51,155.92,2,17
2022,5,West,Mining,Motor,Others,Rate Contract,Large Distributor,Other Buyer,Store Item,1436,3,23,11321868.69,260402979.88,1 Week,Stock-Out,Mumbai,SKF,1.19,0.11,158.07,2,19
2021,5,East,Paper,Crusher,Ball Bearing,RFQ,Large Distributor,Other Buyer,Insurance Spare,1513,0,368,8440314.81,3106035851.2,1 Week,Stock Available,Kolkata,Schaeffler,0.97,0.69,88.37,2,6
2025,1,North,Steel,Pump,SRB,Rate Contract,Large Distributor,Top 20% Buyer,Store Item,1089,4,184,9637193.2,1773243548.19,1 Week,Stock Available,Delhi,Schaeffler,0.96,0.52,76.86,2,5
2022,12,South,Paper,Screen,CRB,RFQ,PSU,Other Buyer,Stranger,1214,3,321,3202950.43,1028147088.02,4 Weeks,Stock Available,Kolkata,Schaeffler,1.01,0.46,117.37,2,2
2025,11,East,Steel,Gearbox,Ball Bearing,RFQ,Small Dealer,Top 20% Buyer,Store Item,1318,2,124,8890509.61,1102423191.97,1 Week,Stock Available,Delhi,Chinese Imports,0.79,0.66,81.81,2,10
2024,10,North,Paper,Crusher,SRB,RFQ,PSU,Top 20% Buyer,Store Item,1056,3,390,6907135.91,2693783006.05,16 Weeks,Stock Available,Delhi,Chinese Imports,0.83,0.29,88.96,2,11
2024,11,West,Steel,Gearbox,Ball Bearing,RFQ,Small Dealer,Top 20% Buyer,Insurance Spare,1401,2,339,6420815.77,2176656546.45,1 Week,Stock Available,Delhi,NRB,1.15,0.34,49.68,1,2
2023,3,East,Steel,Crusher,Others,RFQ,PSU,Other Buyer,Store Item,1221,3,23,6154759.9,141559477.77,4 Weeks,Stock Available,Mumbai,Schaeffler,0.81,0.16,178.79,2,18
2023,8,East,Cement,Screen,Ball Bearing,RFQ,Small Dealer,Other Buyer,Insurance Spare,1474,5,357,4663887.98,1665008009.87,4 Weeks,Stock Available,Chennai,Chinese Imports,0.82,0.52,83.3,2,16
2023,6,East,Power,Crusher,Ball Bearing,RFQ,PSU,Other Buyer,Store Item,1107,6,74,4580047.72,338923531.46,4 Weeks,Stock Available,Kolkata,Chinese Imports,0.95,0.37,149.21,2,3
2021,2,East,Others,Crusher,Ball Bearing,RFQ,Small Dealer,Other Buyer,Store Item,1179,0,193,10495608.43,2025652427.18,1 Week,Stock Available,Bangalore,SKF,1.02,0.26,179.04,2,11
2024,8,South,Steel,Screen,SRB,RFQ,Large Distributor,Other Buyer,Stranger,1176,2,98,8367014.03,819967374.5,1 Week,Stock Available,Bangalore,Timken,0.7,0.12,175.68,3,3
2022,12,East,Steel,Rolling Mill,SRB,RFQ,PSU,Other Buyer,Stranger,1486,2,154,449320.41,69195343.51,1 Week,Stock Available,Kolkata,Chinese Imports,0.93,0.02,128.74,1,6
2020,1,East,Power,Gearbox,Others,RFQ,PSU,Top 20% Buyer,Store Item,1413,3,391,727916.51,284615355.48,4 Weeks,Stock-Out,Delhi,SKF,0.9,0.19,115.41,2,5
2024,6,East,Power,Rolling Mill,Others,RFQ,Small Dealer,Other Buyer,Store Item,1036,1,128,8551802.21,1094630683.0,1 Week,Stock Available,Mumbai,SKF,1.13,0.25,83.3,3,10
2021,4,West,Steel,Gearbox,SRB,RFQ,PSU,Other Buyer,Store Item,1267,3,137,12694258.33,1739113391.31,1 Week,Stock Available,Mumbai,Timken,1.12,0.49,160.61,1,11
2025,5,West,Cement,Motor,TRB,RFQ,PSU,Other Buyer,Store Item,1387,7,226,659705.41,149093422.44,1 Week,Stock-Out,Delhi,SKF,1.15,0.24,87.32,3,18
2025,12,East,Mining,Gearbox,Others,Rate Contract,PSU,Other Buyer,Store Item,1353,2,71,7608123.72,540176784.36,1 Week,Stock-Out,Kolkata,SKF,1.12,0.82,54.94,3,7
2025,8,West,Paper,Gearbox,SRB,RFQ,Small Dealer,Other Buyer,Store Item,1269,4,299,12767036.59,3817343939.56,1 Week,Stock Available,Bangalore,SKF,1.09,0.47,81.17,2,16
2022,8,North,Others,Crusher,SRB,Rate Contract,PSU,Other Buyer,Insurance Spare,1268,3,235,66759.49,15688480.99,4 Weeks,Stock Available,Mumbai,Chinese Imports,1.13,0.62,84.11,2,15
2020,11,South,Steel,Motor,Others,Rate Contract,PSU,Other Buyer,Store Item,1441,1,160,4136937.58,661910013.16,4 Weeks,Stock Available,Delhi,Chinese Imports,0.79,0.21,140.59,2,8
2025,3,East,Mining,Screen,Others,Rate Contract,Small Dealer,Other Buyer,Insurance Spare,1304,6,389,13798806.48,5367735720.09,1 Week,Stock Available,Mumbai,Timken,0.87,0.42,63.74,1,8
2023,8,West,Steel,Screen,SRB,RFQ,Small Dealer,Top 20% Buyer,Insurance Spare,1245,0,154,1222081.09,188200488.18,4 Weeks,Stock Available,Delhi,Timken,1.04,0.6,84.36,1,2
2025,7,North,Cement,Pump,Ball Bearing,RFQ,PSU,Other Buyer,Insurance Spare,1177,2,113,9104962.88,1028860805.74,1 Week,Stock Available,Mumbai,Chinese Imports,1.16,0.31,50.72,2,15
2025,10,East,Power,Motor,SRB,Rate Contract,Small Dealer,Other Buyer,Store Item,1066,4,311,7610744.7,2366941602.86,4 Weeks,Stock Available,Bangalore,Timken,1.03,0.34,158.78,2,15
2025,12,East,Others,Crusher,Ball Bearing,Rate Contract,PSU,Other Buyer,Insurance Spare,1276,5,107,2275224.38,243449008.67,1 Week,Stock-Out,Mumbai,SKF,0.8,0.81,141.47,2,12
2022,11,South,Mining,Pump,Others,Rate Contract,OEM,Other Buyer,Insurance Spare,1207,1,85,637343.45,54174193.28,4 Weeks,Stock Available,Kolkata,Chinese Imports,1.17,0.84,101.25,2,11
2022,7,East,Others,Pump,TRB,RFQ,Small Dealer,Top 20% Buyer,Insurance Spare,1306,1,110,7538826.42,829270906.5,1 Week,Stock Available,Chennai,SKF,1.08,0.53,100.2,2,5
2025,12,South,Paper,Screen,CRB,RFQ,Small Dealer,Other Buyer,Store Item,1549,3,311,11026963.43,3429385626.61,1 Week,Stock Available,Delhi,Timken,1.06,0.9,63.29,3,9
2022,4,East,Others,Gearbox,Ball Bearing,Rate Contract,PSU,Other Buyer,Store Item,1537,5,32,2658674.57,85077586.25,1 Week,Stock Available,Chennai,Chinese Imports,1.08,0.74,93.83,2,12
2021,1,East,Paper,Crusher,SRB,Rate Contract,OEM,Other Buyer,Insurance Spare,1517,2,254,10369809.78,2633931684.0,1 Week,Stock Available,Bangalore,SKF,1.03,0.06,166.96,2,2
2023,4,North,Power,Motor,SRB,RFQ,PSU,Other Buyer,Store Item,1273,0,290,8195767.82,2376772668.08,1 Week,Stock Available,Bangalore,Chinese Imports,0.71,0.56,59.41,2,3
2025,6,South,Steel,Pump,Others,RFQ,Small Dealer,Other Buyer,Stranger,1232,2,12,5367722.07,64412664.84,16 Weeks,Stock Available,Chennai,SKF,0.83,0.7,147.1,2,6
2024,9,East,Steel,Crusher,CRB,RFQ,Small Dealer,Other Buyer,Store Item,1113,3,258,9966470.87,2571349483.47,1 Week,Stock Available,Bangalore,Chinese Imports,1.18,0.54,46.6,2,19
2023,10,South,Steel,Screen,SRB,RFQ,PSU,Other Buyer,Store Item,1133,3,45,2879683.98,129585779.31,1 Week,Stock Available,Bangalore,Chinese Imports,0.84,0.83,83.64,2,8
